guess,exp_remaining,entropy,worst_case,partitions
alecs,502.5403946962689,5.487255717042824,1249,171
toges,502.704440333025,5.503525310911816,1343,164
yages,502.83580018501385,5.35407610895507,1133,152
herls,503.04532839962997,5.480227659616009,1311,160
sears,503.19873573851373,5.481671886777761,1200,150
pages,503.4366327474561,5.45569394146639,1149,160
boles,503.48381128584646,5.556399771105265,1324,176
dites,503.50971322849216,5.588494917328407,1415,182
pleas,503.554579093432,5.58184629632699,1269,193
suite,503.88282454517423,5.5645739613617575,1206,176
hones,503.99475794017883,5.515639968623765,1234,169
lapse,504.05905026210297,5.487422689783189,1138,173
sadhe,504.12395929694725,5.418998630048137,1083,154
sates,504.20428615479494,5.472910287942797,1228,159
satin,504.3518347209374,5.591848800609204,1442,182
meads,504.3704902867715,5.497782227788836,1143,173
lunes,504.39747147702747,5.520356916692498,1317,171
gairs,504.63382670366946,5.539109040878862,1343,177
gapes,505.01125501079247,5.436559575053676,1149,157
sware,505.09836571076164,5.435683736403764,1117,167
deils,505.2445266728338,5.598333068226177,1375,183
laves,505.6019118100524,5.388963250218577,1214,162
bayes,505.67283379586803,5.384700496099479,1137,166
renal,505.7104532839963,5.455287674826033,1338,166
miles,505.7263336416898,5.589691631309797,1352,184
slyer,505.79571384520506,5.3822744171318275,1274,151
delis,505.99614554424915,5.579127478981031,1375,180
tyres,506.06876349059513,5.5555579305765965,1376,181
psoae,506.14199814986125,5.361323629425856,980,154
rinse,506.3330249768733,5.5497616309029745,1403,171
resin,506.70613629355535,5.48153117224738,1379,171
praos,507.0481036077706,5.549779475956182,1259,179
tases,507.66019118100525,5.439405237005424,1228,161
rabis,508.2685784767191,5.470613437826851,1323,170
harls,508.67314215232807,5.496662539781294,1412,162
oriel,508.7069071847055,5.4069167156963776,1302,157
halse,508.92429848905334,5.479765506514138,1169,177
soyle,508.99121184088807,5.465572037048117,1173,169
soree,509.1327474560592,5.521429181737385,1514,141
drats,509.15016959605305,5.5474361647813435,1334,169
rotls,509.2944804193648,5.515988275439198,1403,159
ragis,509.29972247918596,5.482054055400452,1343,176
derns,509.31976564909036,5.586765322813997,1400,174
siled,509.3567684242985,5.583238243590213,1375,186
hoers,509.4215232809127,5.504608412682506,1203,170
skate,509.5803268578477,5.434537508351105,1086,159
calos,509.8311748381129,5.512347474265183,1359,171
kesar,509.90194264569845,5.40170729171018,1128,162
paire,510.03021893308664,5.543888768340387,1274,174
boras,510.1267345050879,5.541107838941346,1273,188
lobes,510.190872648782,5.488545735522955,1324,164
slake,510.34643848288624,5.488912484607305,1116,168
syren,510.422602528523,5.436873432801049,1384,164
manse,510.42275670675303,5.485740357779593,1187,168
lerps,510.4626888683318,5.506731552402857,1394,159
vanes,510.963768115942,5.3751326459234345,1169,167
senti,511.0750847980265,5.551483225974727,1257,168
tians,511.3373419673142,5.646376210683548,1442,188
stage,511.3390379278446,5.388755438593117,1031,152
yeads,511.77289546716,5.397121921014663,1118,162
sargo,511.8095898859081,5.424388464825011,1248,163
limes,512.281683626272,5.532856087175747,1352,170
piles,512.2913968547641,5.601468488954862,1398,189
sceat,512.3578476719088,5.4365258729739,1303,165
dials,512.3880666049954,5.555332974130267,1346,181
yites,512.449737897009,5.440209692203455,1310,150
lutes,512.5217391304348,5.541386159519406,1390,176
tinas,512.550262102991,5.6384449218753865,1442,184
mabes,512.5524205982115,5.434683595819707,1193,164
oiler,513.2505396238051,5.398210773844489,1302,157
agues,513.4125809435708,5.3278195545302225,1174,146
dalts,513.4358618563059,5.516305306009884,1475,162
koras,513.4913660191181,5.498887940521636,1313,181
sural,513.5841813135985,5.488688810754414,1323,168
boars,513.8257786000617,5.5064298395473985,1273,176
goers,514.1742213999383,5.493172945384847,1261,172
tared,514.4838112858464,5.5963153166902275,1624,178
twaes,514.5035460992908,5.451815407786937,1143,173
rosed,514.6123959296947,5.529048144536809,1383,170
sited,514.6902559358618,5.528739835678282,1415,172
adios,514.7667283379586,5.3508424696623935,1282,158
enols,515.0010792476103,5.425445499392392,1355,169
lokes,515.0121800801727,5.440615748673213,1341,158
carns,515.0669133518347,5.545097209139227,1441,170
tices,515.1702127659574,5.5361097141853834,1388,171
basen,515.2715078630897,5.406533211444969,1277,160
froes,515.6456984273821,5.437819493070966,1367,163
trads,515.6862473018809,5.515598459807417,1334,170
loast,515.9037927844588,5.4793243250049946,1189,162
botes,516.2678075855689,5.5001950867938465,1378,169
eidos,516.2799876657416,5.38842786842127,1278,158
orcas,516.4605303731113,5.414016473925197,1190,162
spire,516.5521122417515,5.472311391252723,1274,173
lieus,516.586185630589,5.453047961517029,1400,155
cites,516.6395312981807,5.543392787002878,1388,176
sores,516.7654949121184,5.478069691044236,1514,149
shire,517.0328399629972,5.464939454046892,1232,169
maire,517.0686093123651,5.525766344845392,1305,176
arcos,517.3472093740364,5.446624056989075,1190,168
lazes,517.6315140302189,5.28002615097272,1196,142
plies,517.740826395313,5.575197278790727,1398,191
spaed,517.9209065679926,5.415743385379038,1141,163
carts,518.1305889608387,5.607537963160744,1514,185
acros,518.3889916743756,5.42382081183693,1190,172
moues,518.4922910884983,5.464412167208153,1279,162
slain,518.7360468701819,5.50904739772355,1358,170
times,518.9224483502929,5.54845832590121,1406,176
haste,518.9360160345359,5.486721913092328,1159,175
beaus,519.0891150169596,5.383476953477118,1137,157
doser,519.1048411964231,5.5190109886227905,1383,168
sabir,519.4596053037311,5.4205996598996125,1323,166
riems,519.5391612704286,5.48805667423962,1256,173
poser,519.8077397471477,5.479681613485208,1299,169
bones,519.8265494912118,5.494211997239462,1333,168
raiks,519.8344125809435,5.486224338682133,1408,171
socle,519.9492753623189,5.514534734918973,1211,165
yarns,519.9683934628431,5.455817511532148,1358,160
sepad,519.9765649090349,5.429876222753749,1120,162
donas,520.1549491211841,5.526249856774775,1275,177
certs,520.2130743139069,5.577689710129412,1419,182
lipes,520.3243909959914,5.520614012656414,1398,173
baste,520.4230650632131,5.457970308001143,1181,174
telia,520.4247610237435,5.493694319334221,1240,174
setae,520.8470551958063,5.439546457453246,1228,148
cakes,520.9986123959297,5.398280108952471,1175,152
starn,521.0155720012334,5.421054986687447,1331,156
tokes,521.0718470551958,5.451998521759171,1397,164
piers,521.0881899475794,5.544611245130833,1274,186
tirls,521.1931853222325,5.545033312292461,1493,163
kames,521.2516188714153,5.405007645870964,1243,156
doris,521.3154486586494,5.544137153150417,1411,181
ceils,521.4722479185939,5.5297876511477835,1302,175
wires,521.5655257477645,5.4625472467090885,1408,170
cines,521.5753931544866,5.5315028269072775,1327,176
siker,521.8071230342275,5.406915568417459,1345,168
perns,522.5240518038853,5.519065687820837,1363,165
keirs,522.6023743447425,5.478362608950341,1345,170
makes,522.7448350292939,5.388008095544274,1243,158
slaes,522.7844588344126,5.429862545191094,1253,154
rakis,522.8214616096208,5.445281018822106,1408,171
feals,522.922910884983,5.437182264810944,1132,172
weals,522.9489670058588,5.453754716557703,1162,181
ditas,522.9651557200124,5.485067258441398,1336,176
hoser,523.1099290780141,5.394529899215552,1307,162
degas,523.1455442491521,5.394977932221446,1142,161
liane,523.1586493987049,5.5173591156514155,1320,169
naves,523.1717545482578,5.288184412335857,1169,152
mites,523.1732963305582,5.533728271873618,1406,179
arson,523.686555658341,5.386897612120747,1162,160
anils,523.9967622571693,5.487811045999449,1358,169
farse,524.0067838421215,5.425280089190528,1247,168
stake,524.0411655874191,5.363425293862297,1086,155
caret,524.3106691335183,5.5609904415627796,1558,189
oyers,524.3576934936787,5.3392459114753015,1125,150
nerds,524.4047178538391,5.485301674249402,1400,169
ornis,524.40888066605,5.452158891598041,1367,163
marts,524.7258711069996,5.583979729871967,1561,174
simar,524.840733888375,5.460559174185882,1319,175
surat,524.840888066605,5.574733262444228,1440,187
sonde,525.0309898242368,5.526415765606915,1308,177
tacos,525.1261177921677,5.456917996167084,1370,170
deair,525.2491520197348,5.487154805731721,1342,171
irons,525.3993216157878,5.403752457969806,1367,153
coals,525.5092506938021,5.526587025116657,1359,179
amens,525.5912735121801,5.388273836783239,1284,157
helos,525.7904717853839,5.428638947824272,1227,166
heads,526.0069380203515,5.422268360201571,1151,173
tinea,526.109004008634,5.521835359283467,1322,169
tunes,526.2804502004317,5.55197927710785,1407,176
leafs,526.3041936478569,5.394495782287837,1132,164
stern,526.3691026827012,5.381946105851925,1212,154
terms,526.4915201973481,5.534846792339787,1454,172
steil,526.4975331483195,5.422581188673122,1260,156
porae,526.7715078630897,5.537416991395148,1316,175
aulos,527.0038544557508,5.46031967892369,1285,159
morae,527.0741597286464,5.523599826076349,1302,174
ajies,527.100061671292,5.170392542895191,1152,117
hanse,527.2992599444958,5.428565057710127,1222,167
dorse,527.404563675609,5.566117776035843,1426,180
snail,528.0217391304348,5.451891702584238,1358,162
speat,528.0388529139685,5.453071053088815,1327,182
reiks,528.1312056737588,5.461742182600126,1345,173
dines,528.18193031144,5.584905109967312,1429,189
alien,528.3837496145544,5.467888076121931,1318,168
ramie,528.5723095898859,5.482574413327657,1305,167
faros,528.6483194572926,5.375549086219518,1318,165
sture,528.6510946654332,5.419478887133767,1354,158
peons,528.6930311440025,5.488538364928118,1283,172
alods,528.7505396238051,5.410508225883992,1214,163
strad,528.8607770582794,5.401492686717466,1334,152
sehri,529.3003391921061,5.318424455556003,1232,149
olpes,529.6205673758865,5.432304245246052,1301,165
narcs,529.6395312981807,5.439514797302944,1441,159
asper,529.750077089115,5.326093763648727,1242,163
steam,529.7835337650324,5.331742293582722,1300,153
toils,529.9481961147086,5.569646375263567,1622,178
layer,530.1225716928769,5.354120243854396,1421,161
skier,530.4807277212458,5.369873311925571,1345,155
mines,530.5148011100832,5.51858958902525,1354,173
fires,530.5576626580327,5.460134660726624,1409,183
rends,530.617946345976,5.479414231080581,1400,176
biles,530.7355843354918,5.494782498242644,1370,177
halos,530.7485353068147,5.427030098611544,1382,171
tsade,530.9091890225101,5.347866468218343,1235,146
laxes,531.1686709836571,5.231334336407847,1233,139
idles,531.1768424298489,5.376700107531289,1375,154
daurs,531.1879432624113,5.485982898197935,1423,174
lehrs,531.5928152944804,5.343544027038054,1311,147
cures,531.5985198889916,5.517065418666745,1422,184
tajes,531.6629663891458,5.247421471114083,1199,127
pines,531.7405180388529,5.53155057283926,1396,175
aside,531.745297563984,5.33284803307841,1090,158
fetas,531.9394079555967,5.386922668769566,1151,170
parts,532.0396238051187,5.599935377652538,1601,185
sopra,532.286154794943,5.427462954920894,1259,169
yeast,532.3868331791551,5.3643513142515715,1209,148
rated,532.481961147086,5.4983540603429635,1624,165
sidle,532.4899784150477,5.521885997775978,1375,179
gaols,532.5131051495529,5.448227194236542,1428,165
stied,532.813444341659,5.42395248421612,1415,157
loams,532.831945729263,5.455238564336977,1409,173
usnea,532.8826703669442,5.238252899823339,1072,140
speal,532.9856614246069,5.408364987507585,1269,174
acmes,533.0476410730805,5.333749063413233,1092,154
herns,533.1201048411964,5.43996651253993,1309,164
salse,533.150323774283,5.378122849603662,1253,151
delts,533.2508479802652,5.486662465154344,1478,161
laics,533.3598519888992,5.485119060299856,1503,168
cased,533.5220474868948,5.401106053766158,1353,164
sheal,533.7901634289238,5.405460553825509,1304,174
loner,534.3259327782918,5.403561239149015,1540,161
fades,534.5061671292013,5.324648237739801,1235,153
nirls,534.5371569534382,5.4034618331703275,1359,152
swear,534.6116250385445,5.315871421750636,1117,163
aired,534.6776133209991,5.545154757882492,1458,181
wries,535.031914893617,5.420752732217576,1408,172
luser,535.1705211224175,5.377068770669919,1339,166
roids,535.2938637064447,5.46529208084013,1411,176
tarps,535.390841813136,5.568422671943367,1601,179
colas,535.477181621955,5.507022983174049,1359,176
taxes,535.4884366327475,5.244166875401702,1205,137
odals,535.6287388220783,5.303498000711058,1214,150
mesal,535.6737588652483,5.414541561527291,1182,170
dater,535.6749922910885,5.479545249186889,1624,167
samek,535.8553808202282,5.3472836460877415,1243,150
talus,535.8852913968548,5.5139503943279,1611,176
lyase,535.9989207523897,5.364367395321973,1231,158
omers,536.0164970706136,5.330252890435838,1228,160
onset,536.0444033302498,5.360203329660405,1290,159
harns,536.1147086031452,5.460907054773731,1469,160
cosie,536.1572617946346,5.410250763514766,1156,157
sower,536.1939562133826,5.35944460634064,1403,160
pails,536.2277212457601,5.548538737591819,1547,182
wetas,536.3287079864323,5.399842768162083,1147,167
carle,536.3751156336725,5.524515223328034,1538,174
areas,536.5494912118409,5.366733542929915,1234,147
snake,536.6714461917977,5.379714318223457,1089,164
mails,536.7397471477027,5.534056852258428,1544,177
diels,536.9856614246069,5.520611967939059,1375,178
seity,537.0576626580327,5.457252087701963,1269,163
ribas,537.1296638914586,5.400081760221155,1323,165
rasse,537.1706753006475,5.294716638272927,1200,144
moats,537.2032069071847,5.501745097328947,1405,177
saheb,537.2517730496454,5.216127544601368,1118,132
slide,537.2781375269811,5.4762289961422175,1375,171
weros,537.4443416589578,5.384251657452645,1403,159
smote,537.5892691951897,5.40324784690428,1301,163
satyr,537.7035152636448,5.36425742700195,1342,146
perts,537.9323157570151,5.5741456392781785,1511,181
onces,538.0061671292013,5.313439896446406,1216,161
cesta,538.1919518963922,5.39002304848691,1141,168
zoeas,538.2369719395622,5.156080679038563,1229,129
beads,538.2960222016651,5.400401708471863,1163,172
easer,538.3250077089115,5.2903416504954395,1361,143
leash,538.4905951279679,5.368151752323866,1169,167
feats,538.495683009559,5.424904730047564,1151,178
janes,538.6248843663275,5.2165907414998385,1190,138
poise,538.7656490903485,5.407797618061163,1139,165
palis,538.7798334875116,5.5329008622894795,1547,191
aryls,538.931853222325,5.327057938320515,1262,152
paler,538.9828862164662,5.4474961904851575,1572,172
crues,539.0104841196423,5.4653711236394855,1422,181
